https://streetsense.com/work/massachusetts-downtown-initiative/	https://streetsense.com/wp-content/uploads/2021/03/Streetsense_Downtown-Massachusetts-thumb-2.jpg?x76541,	Downtown Massachesetts,	Massachusetts Downtown Initiative,1
    https://streetsense.com/work/livingston-county/	https://streetsense.com/wp-content/uploads/2021/03/Streetsense_Livingston-County-thumb.jpg?x76541,	Livingston County, NY	Downtown 2.0: Livingston County,2
https://streetsense.com/work/coronado-marriott/	https://streetsense.com/wp-content/uploads/2019/11/Coronado-Marriott-streetsense-work-thumb-grey2.jpg?x76541,	Coronado, CA	Coronado Marriott,3
https://streetsense.com/work/fairfax-county/	https://streetsense.com/wp-content/uploads/2019/02/FairfaxCounty-streetsense-work-Thumbnail-2.jpg?x76541,	Fairfax, VA	Fairfax County,4
https://streetsense.com/work/delawares-quaint-villages/	https://streetsense.com/wp-content/uploads/2019/02/KentCounty-streetsense-work-Thumbnail-2.jpg?x76541,	Kent County	Delaware's Quaint Villages,1
https://streetsense.com/work/stonebridge-town-center/	https://streetsense.com/wp-content/uploads/2019/02/Stonebridge-streetsense-work-thumb-2.jpg?x76541,	JBG Smith	Stonebridge Town Center,2
    https://streetsense.com/work/the-riggsby/	https://streetsense.com/wp-content/uploads/2019/02/Riggsby-streetsense-work-Thumb-2.jpg?x76541,	Washington DC	The Riggsby,3
https://streetsense.com/work/dorado-beach/	https://streetsense.com/wp-content/uploads/2019/02/Dorado-streetsense-work-thumb-2.jpg?x76541,	Puerto Rico	Dorado Beach,4
https://streetsense.com/work/charter-hotel/	https://streetsense.com/wp-content/uploads/2019/02/CharterHotel-streetsense-work-thumbC.jpg?x76541,	Seattle, WA	Charter Hotel,1
